CustomEQ_Audio_Response
Add a redundant line for comment and simplicity of file process
183,1054687500    7,8647335326
184,5703125000    7,8557125950
186,0351562500    7,8461933967
187,5000000000    7,8361628927
188,9648437500    7,8256094614
190,4296875000    7,8145228975
191,8945312500    7,8028943937
193,3593750000    7,7907165127
194,8242187500    7,7779831514
196,2890625000    7,7646894962
197,7539062500    7,7508319728
199,2187500000    7,7364081905
200,6835937500    7,7214168809
202,1484375000    7,7058578341
203,6132812500    7,6897318315
205,0781250000    7,6730405770
206,5429687500    7,6557866267
208,0078125000    7,6379733189
209,4726562500    7,6196047032
210,9375000000    7,6006854724
212,4023437500    7,5812208936
213,8671875000    7,5612167430
215,3320312500    7,5406792426
216,7968750000    7,5196149992
218,2617187500    7,4980309468
219,7265625000    7,4759342926
221,1914062500    7,4533324662
222,6562500000    7,4302330722
224,1210937500    7,4066438474
225,5859375000    7,3825726208
227,0507812500    7,3580272781
228,5156250000    7,3330157300
229,9804687500    7,3075458838
231,4453125000    7,2816256188
232,9101562500    7,2552627657
234,3750000000    7,2284650887
235,8398437500    7,2012402710
237,3046875000    7,1735959040
238,7695312500    7,1455394782
240,2343750000    7,1170783780
241,6992187500    7,0882198778
243,1640625000    7,0589711413
244,6289062500    7,0293392223
246,0937500000    6,9993310675
247,5585937500    6,9689535208
249,0234375000    6,9382133294
250,4882812500    6,9071171504
251,9531250000    6,8756715593
253,4179687500    6,8438830585
254,8828125000    6,8117580871
256,3476562500    6,7793030309
257,8125000000    6,7465242324
259,2773437500    6,7134280022
260,7421875000    6,6800206286
262,2070312500    6,6463083890
263,6718750000    6,6122975595
265,1367187500    6,5779944256
266,6015625000    6,5434052914
268,0664062500    6,5085364889
269,5312500000    6,4733943867
270,9960937500    6,4379853982
272,4609375000    6,4023159884
273,9257812500    6,3663926812
275,3906250000    6,3302220650
276,8554687500    6,2938107978
278,3203125000    6,2571656121
279,7851562500    6,2202933176
281,2500000000    6,1832008051
282,7148437500    6,1458950476
284,1796875000    6,1083831021
285,6445312500    6,0706721098
287,1093750000    6,0327692961
288,5742187500    5,9946819693
290,0390625000    5,9564175192
291,5039062500    5,9179834147
292,9687500000    5,8793872008
294,4335937500    5,8406364951
295,8984375000    5,8017389837
297,3632812500    5,7627024166
298,8281250000    5,7235346029
300,2929687500    5,6842434047
301,7578125000    5,6448367319
303,2226562500    5,6053225356
304,6875000000    5,5657088017
306,1523437500    5,5260035444
307,6171875000    5,4862147989
309,0820312500    5,4463506142
310,5468750000    5,4064190464
312,0117187500    5,3664281508
313,4765625000    5,3263859748
314,9414062500    5,2863005502
316,4062500000    5,2461798861
317,8710937500    5,2060319614
319,3359375000    5,1658647175
320,8007812500    5,1256860510
322,2656250000    5,0855038070
323,7304687500    5,0453257715
325,1953125000    5,0051596655
326,6601562500    4,9650131377
328,1250000000    4,9248937589
329,5898437500    4,8848090150
331,0546875000    4,8447663019
332,5195312500    4,8047729194
333,9843750000    4,7648360661
335,4492187500    4,7249628342
336,9140625000    4,6851602046
338,3789062500    4,6454350424
339,8437500000    4,6057940927
341,3085937500    4,5662439767
342,7734375000    4,5267911878
344,2382812500    4,4874420884
345,7031250000    4,4482029065
347,1679687500    4,4090797334
348,6328125000    4,3700785207
350,0976562500    4,3312050781
351,5625000000    4,2924650716
353,0273437500    4,2538640217
354,4921875000    4,2154073018
355,9570312500    4,1771001372
357,4218750000    4,1389476038
358,8867187500    4,1009546279
360,3515625000    4,0631259851
361,8164062500    4,0254663005
363,2812500000    3,9879800484
364,7460937500    3,9506715524
366,2109375000    3,9135449858
367,6757812500    3,8766043724
369,1406250000    3,8398535866
370,6054687500    3,8032963548
372,0703125000    3,7669362561
373,5351562500    3,7307767235
375,0000000000    3,6948210455
376,4648437500    3,6590723672
377,9296875000    3,6235336920
379,3945312500    3,5882078832
380,8593750000    3,5530976661
382,3242187500    3,5182056292
383,7890625000    3,4835342270
385,2539062500    3,4490857814
386,7187500000    3,4148624843
388,1835937500    3,3808663994
389,6484375000    3,3470994646
391,1132812500    3,3135634945
392,5781250000    3,2802601824
394,0429687500    3,2471911030
395,5078125000    3,2143577148
396,9726562500    3,1817613623
398,4375000000    3,1494032789
399,9023437500    3,1172845889
401,3671875000    3,0854063106
402,8320312500    3,0537693583
404,2968750000    3,0223745452
405,7617187500    2,9912225857
407,2265625000    2,9603140982
408,6914062500    2,9296496075
410,1562500000    2,8992295470
411,6210937500    2,8690542620
413,0859375000    2,8391240113
414,5507812500    2,8094389702
416,0156250000    2,7799992330
417,4804687500    2,7508048152
418,9453125000    2,7218556558
420,4101562500    2,6931516202
421,8750000000    2,6646925021
423,3398437500    2,6364780259
424,8046875000    2,6085078490
426,2695312500    2,5807815643
427,7343750000    2,5532987021
429,1992187500    2,5260587325
430,6640625000    2,4990610674
432,1289062500    2,4723050626
433,5937500000    2,4457900203
435,0585937500    2,4195151904
436,5234375000    2,3934797733
437,9882812500    2,3676829210
439,4531250000    2,3421237400
440,9179687500    2,3168012923
442,3828125000    2,2917145978
443,8476562500    2,2668626357
445,3125000000    2,2422443467
446,7773437500    2,2178586344
448,2421875000    2,1937043669
449,7070312500    2,1697803788
451,1718750000    2,1460854725
452,6367187500    2,1226184199
454,1015625000    2,0993779638
455,5664062500    2,0763628195
457,0312500000    2,0535716761
458,4960937500    2,0310031982
459,9609375000    2,0086560267
461,4257812500    1,9865287808
462,8906250000    1,9646200589
464,3554687500    1,9429284397
465,8203125000    1,9214524839
467,2851562500    1,9001907350
468,7500000000    1,8791417205
470,2148437500    1,8583039532
471,6796875000    1,8376759320
473,1445312500    1,8172561433
474,6093750000    1,7970430615
476,0742187500    1,7770351507
477,5390625000    1,7572308647
479,0039062500    1,7376286490
480,4687500000    1,7182269407
481,9335937500    1,6990241700
483,3984375000    1,6800187609
484,8632812500    1,6612091318
486,3281250000    1,6425936964
487,7929687500    1,6241708644
489,2578125000    1,6059390425
490,7226562500    1,5878966345
492,1875000000    1,5700420427
493,6523437500    1,5523736679
495,1171875000    1,5348899105
496,5820312500    1,5175891708
498,0468750000    1,5004698495
499,5117187500    1,4835303488
500,9765625000    1,4667690722
502,4414062500    1,4501844255
503,9062500000    1,4337748173
505,3710937500    1,4175386591
506,8359375000    1,4014743661
508,3007812500    1,3855803573
509,7656250000    1,3698550565
511,2304687500    1,3542968920
512,6953125000    1,3389042974
514,1601562500    1,3236757118
515,6250000000    1,3086095803
517,0898437500    1,2937043542
518,5546875000    1,2789584912
520,0195312500    1,2643704561
521,4843750000    1,2499387207
522,9492187500    1,2356617640
524,4140625000    1,2215380730
525,8789062500    1,2075661425
527,3437500000    1,1937444752
528,8085937500    1,1800715825
530,2734375000    1,1665459840
531,7382812500    1,1531662084
533,2031250000    1,1399307930
534,6679687500    1,1268382846
536,1328125000    1,1138872388
537,5976562500    1,1010762211
539,0625000000    1,0884038062
540,5273437500    1,0758685788
541,9921875000    1,0634691331
543,4570312500    1,0512040735
544,9218750000    1,0390720144
546,3867187500    1,0270715802
547,8515625000    1,0152014058
549,3164062500    1,0034601362
550,7812500000    0,9918464269
552,2460937500    0,9803589437
553,7109375000    0,9689963633
555,1757812500    0,9577573726
556,6406250000    0,9466406692
558,1054687500    0,9356449617
559,5703125000    0,9247689690
561,0351562500    0,9140114210
562,5000000000    0,9033710582
563,9648437500    0,8928466320
565,4296875000    0,8824369046
566,8945312500    0,8721406490
568,3593750000    0,8619566490
569,8242187500    0,8518836992
571,2890625000    0,8419206051
572,7539062500    0,8320661830
574,2187500000    0,8223192600
575,6835937500    0,8126786738
577,1484375000    0,8031432733
578,6132812500    0,7937119177
580,0781250000    0,7843834771
581,5429687500    0,7751568325
583,0078125000    0,7660308752
584,4726562500    0,7570045074
585,9375000000    0,7480766418
587,4023437500    0,7392462016
588,8671875000    0,7305121206
590,3320312500    0,7218733431
591,7968750000    0,7133288238
593,2617187500    0,7048775278
594,7265625000    0,6965184303
596,1914062500    0,6882505171
597,6562500000    0,6800727840
599,1210937500    0,6719842372
600,5859375000    0,6639838927
602,0507812500    0,6560707767
603,5156250000    0,6482439255
604,9804687500    0,6405023852
606,4453125000    0,6328452118
607,9101562500    0,6252714710
609,3750000000    0,6177802384
610,8398437500    0,6103705992
612,3046875000    0,6030416481
613,7695312500    0,5957924896
615,2343750000    0,5886222373
616,6992187500    0,5815300146
618,1640625000    0,5745149538
619,6289062500    0,5675761969
621,0937500000    0,5607128946
622,5585937500    0,5539242072
624,0234375000    0,5472093036
625,4882812500    0,5405673620
626,9531250000    0,5339975693
628,4179687500    0,5274991213
629,8828125000    0,5210712225
631,3476562500    0,5147130860
632,8125000000    0,5084239338
634,2773437500    0,5022029959
635,7421875000    0,4960495113
637,2070312500    0,4899627269
638,6718750000    0,4839418982
640,1367187500    0,4779862888
641,6015625000    0,4720951705
643,0664062500    0,4662678231
644,5312500000    0,4605035344
645,9960937500    0,4548016001
647,4609375000    0,4491613239
648,9257812500    0,4435820171
650,3906250000    0,4380629987
651,8554687500    0,4326035954
653,3203125000    0,4272031413
654,7851562500    0,4218609783
656,2500000000    0,4165764553
657,7148437500    0,4113489287
659,1796875000    0,4061777623
660,6445312500    0,4010623268
662,1093750000    0,3960020001
663,5742187500    0,3909961672
665,0390625000    0,3860442201
666,5039062500    0,3811455576
667,9687500000    0,3762995852
669,4335937500    0,3715057154
670,8984375000    0,3667633673
672,3632812500    0,3620719665
673,8281250000    0,3574309452
675,2929687500    0,3528397421
676,7578125000    0,3482978022
678,2226562500    0,3438045770
679,6875000000    0,3393595242
681,1523437500    0,3349621076
682,6171875000    0,3306117972
684,0820312500    0,3263080691
685,5468750000    0,3220504054
687,0117187500    0,3178382940
688,4765625000    0,3136712288
689,9414062500    0,3095487096
691,4062500000    0,3054702416
692,8710937500    0,3014353361
694,3359375000    0,2974435097
695,8007812500    0,2934942846
697,2656250000    0,2895871887
698,7304687500    0,2857217550
700,1953125000    0,2818975223
701,6601562500    0,2781140342
703,1250000000    0,2743708400
704,5898437500    0,2706674940
706,0546875000    0,2670035555
707,5195312500    0,2633785891
708,9843750000    0,2597921643
710,4492187500    0,2562438555
711,9140625000    0,2527332423
713,3789062500    0,2492599088
714,8437500000    0,2458234440
716,3085937500    0,2424234418
717,7734375000    0,2390595005
719,2382812500    0,2357312233
720,7031250000    0,2324382178
722,1679687500    0,2291800962
723,6328125000    0,2259564751
725,0976562500    0,2227669757
726,5625000000    0,2196112233
728,0273437500    0,2164888478
729,4921875000    0,2133994831
730,9570312500    0,2103427676
732,4218750000    0,2073183436
733,8867187500    0,2043258577
735,3515625000    0,2013649605
736,8164062500    0,1984353066
738,2812500000    0,1955365547
739,7460937500    0,1926683674
741,2109375000    0,1898304110
742,6757812500    0,1870223558
744,1406250000    0,1842438760
745,6054687500    0,1814946494
747,0703125000    0,1787743574
748,5351562500    0,1760826854
750,0000000000    0,1734193221
751,4648437500    0,1707839599
752,9296875000    0,1681762949
754,3945312500    0,1655960263
755,8593750000    0,1630428571
757,3242187500    0,1605164936
758,7890625000    0,1580166455
760,2539062500    0,1555430257
761,7187500000    0,1530953507
763,1835937500    0,1506733398
764,6484375000    0,1482767160
766,1132812500    0,1459052050
767,5781250000    0,1435585362
769,0429687500    0,1412364415
770,5078125000    0,1389386563
771,9726562500    0,1366649189
773,4375000000    0,1344149705
774,9023437500    0,1321885553
776,3671875000    0,1299854206
777,8320312500    0,1278053164
779,2968750000    0,1256479956
780,7617187500    0,1235132139
782,2265625000    0,1214007297
783,6914062500    0,1193103045
785,1562500000    0,1172417021
786,6210937500    0,1151946893
788,0859375000    0,1131690353
789,5507812500    0,1111645122
791,0156250000    0,1091808944
792,4804687500    0,1072179591
793,9453125000    0,1052754859
795,4101562500    0,1033532569
796,8750000000    0,1014510569
798,3398437500    0,0995686728
799,8046875000    0,0977058941
801,2695312500    0,0958625127
802,7343750000    0,0940383228
804,1992187500    0,0922331209
805,6640625000    0,0904467059
807,1289062500    0,0886788789
808,5937500000    0,0869294433
810,0585937500    0,0851982046
811,5234375000    0,0834849707
812,9882812500    0,0817895515
814,4531250000    0,0801117590
815,9179687500    0,0784514076
817,3828125000    0,0768083134
818,8476562500    0,0751822949
820,3125000000    0,0735731725
821,7773437500    0,0719807685
823,2421875000    0,0704049074
824,7070312500    0,0688454157
826,1718750000    0,0673021215
827,6367187500    0,0657748552
829,1015625000    0,0642634490
830,5664062500    0,0627677368
832,0312500000    0,0612875546
833,4960937500    0,0598227401
834,9609375000    0,0583731328
836,4257812500    0,0569385741
837,8906250000    0,0555189070
839,3554687500    0,0541139764
840,8203125000    0,0527236289
842,2851562500    0,0513477128
843,7500000000    0,0499860779
845,2148437500    0,0486385761
846,6796875000    0,0473050605
848,1445312500    0,0459853860
849,6093750000    0,0446794092
851,0742187500    0,0433869882
852,5390625000    0,0421079827
854,0039062500    0,0408422538
855,4687500000    0,0395896645
856,9335937500    0,0383500789
858,3984375000    0,0371233628
859,8632812500    0,0359093835
861,3281250000    0,0347080098
862,7929687500    0,0335191118
864,2578125000    0,0323425610
865,7226562500    0,0311782306
867,1875000000    0,0300259949
868,6523437500    0,0288857297
870,1171875000    0,0277573122
871,5820312500    0,0266406209
873,0468750000    0,0255355356
874,5117187500    0,0244419374
875,9765625000    0,0233597088
877,4414062500    0,0222887335
878,9062500000    0,0212288966
880,3710937500    0,0201800842
881,8359375000    0,0191421840
883,3007812500    0,0181150845
884,7656250000    0,0170986758
886,2304687500    0,0160928490
887,6953125000    0,0150974964
889,1601562500    0,0141125115
890,6250000000    0,0131377889
892,0898437500    0,0121732245
893,5546875000    0,0112187151
895,0195312500    0,0102741587
896,4843750000    0,0093394546
897,9492187500    0,0084145030
899,4140625000    0,0074992050
900,8789062500    0,0065934632
902,3437500000    0,0056971810
903,8085937500    0,0048102627
905,2734375000    0,0039326140
906,7382812500    0,0030641413
908,2031250000    0,0022047521
909,6679687500    0,0013543550
911,1328125000    0,0005128594
912,5976562500    -0,0003198241
914,0625000000    -0,0011437842
915,5273437500    -0,0019591086
916,9921875000    -0,0027658837
918,4570312500    -0,0035641956
919,9218750000    -0,0043541289
921,3867187500    -0,0051357676
922,8515625000    -0,0059091948
924,3164062500    -0,0066744926
925,7812500000    -0,0074317423
927,2460937500    -0,0081810243
928,7109375000    -0,0089224182
930,1757812500    -0,0096560028
931,6406250000    -0,0103818558
933,1054687500    -0,0111000543
934,5703125000    -0,0118106746
936,0351562500    -0,0125137921
937,5000000000    -0,0132094815
938,9648437500    -0,0138978165
940,4296875000    -0,0145788703
941,8945312500    -0,0152527152
943,3593750000    -0,0159194226
944,8242187500    -0,0165790633
946,2890625000    -0,0172317074
947,7539062500    -0,0178774242
949,2187500000    -0,0185162822
950,6835937500    -0,0191483493
952,1484375000    -0,0197736926
953,6132812500    -0,0203923785
955,0781250000    -0,0210044728
956,5429687500    -0,0216100405
958,0078125000    -0,0222091460
959,4726562500    -0,0228018529
960,9375000000    -0,0233882243
962,4023437500    -0,0239683226
963,8671875000    -0,0245422094
965,3320312500    -0,0251099459
966,7968750000    -0,0256715925
968,2617187500    -0,0262272090
969,7265625000    -0,0267768545
971,1914062500    -0,0273205877
972,6562500000    -0,0278584665
974,1210937500    -0,0283905483
975,5859375000    -0,0289168898
977,0507812500    -0,0294375472
978,5156250000    -0,0299525762
979,9804687500    -0,0304620317
981,4453125000    -0,0309659683
982,9101562500    -0,0314644397
984,3750000000    -0,0319574993
985,8398437500    -0,0324452000
987,3046875000    -0,0329275940
988,7695312500    -0,0334047330
990,2343750000    -0,0338766681
991,6992187500    -0,0343434500
993,1640625000    -0,0348051289
994,6289062500    -0,0352617543
996,0937500000    -0,0357133754
997,5585937500    -0,0361600408
999,0234375000    -0,0366017986
1000,4882812500    -0,0370386964
1001,9531250000    -0,0374707813
1003,4179687500    -0,0378981000
1004,8828125000    -0,0383206986
1006,3476562500    -0,0387386229
1007,8125000000    -0,0391519182
1009,2773437500    -0,0395606291
1010,7421875000    -0,0399648000
1012,2070312500    -0,0403644748
1013,6718750000    -0,0407596969
1015,1367187500    -0,0411505093
1016,6015625000    -0,0415369545
1018,0664062500    -0,0419190748
1019,5312500000    -0,0422969116
1020,9960937500    -0,0426705065
1022,4609375000    -0,0430399001
1023,9257812500    -0,0434051330
1025,3906250000    -0,0437662451
1026,8554687500    -0,0441232762
1028,3203125000    -0,0444762654
1029,7851562500    -0,0448252516
1031,2500000000    -0,0451702732
1032,7148437500    -0,0455113684
1034,1796875000    -0,0458485747
1035,6445312500    -0,0461819296
1037,1093750000    -0,0465114698
1038,5742187500    -0,0468372320
1040,0390625000    -0,0471592524
1041,5039062500    -0,0474775668
1042,9687500000    -0,0477922107
1044,4335937500    -0,0481032192
1045,8984375000    -0,0484106270
1047,3632812500    -0,0487144686
1048,8281250000    -0,0490147782
1050,2929687500    -0,0493115893
1051,7578125000    -0,0496049355
1053,2226562500    -0,0498948497
1054,6875000000    -0,0501813648
1056,1523437500    -0,0504645132
1057,6171875000    -0,0507443269
1059,0820312500    -0,0510208378
1060,5468750000    -0,0512940773
1062,0117187500    -0,0515640765
1063,4765625000    -0,0518308664
1064,9414062500    -0,0520944775
1066,4062500000    -0,0523549399
1067,8710937500    -0,0526122837
1069,3359375000    -0,0528665385
1070,8007812500    -0,0531177336
1072,2656250000    -0,0533658982
1073,7304687500    -0,0536110610
1075,1953125000    -0,0538532504
1076,6601562500    -0,0540924948
1078,1250000000    -0,0543288221
1079,5898437500    -0,0545622599
1081,0546875000    -0,0547928357
1082,5195312500    -0,0550205765
1083,9843750000    -0,0552455092
1085,4492187500    -0,0554676605
1086,9140625000    -0,0556870566
1088,3789062500    -0,0559037237
1089,8437500000    -0,0561176876
1091,3085937500    -0,0563289739
1092,7734375000    -0,0565376079
1094,2382812500    -0,0567436147
1095,7031250000    -0,0569470191
1097,1679687500    -0,0571478457
1098,6328125000    -0,0573461189
1100,0976562500    -0,0575418628
1101,5625000000    -0,0577351013
1103,0273437500    -0,0579258581
1104,4921875000    -0,0581141566
1105,9570312500    -0,0583000200
1107,4218750000    -0,0584834712
1108,8867187500    -0,0586645331
1110,3515625000    -0,0588432281
1111,8164062500    -0,0590195786
1113,2812500000    -0,0591936067
1114,7460937500    -0,0593653343
1116,2109375000    -0,0595347830
1117,6757812500    -0,0597019744
1119,1406250000    -0,0598669296
1120,6054687500    -0,0600296699
1122,0703125000    -0,0601902159
1123,5351562500    -0,0603485885
1125,0000000000    -0,0605048080
1126,4648437500    -0,0606588946
1127,9296875000    -0,0608108686
1129,3945312500    -0,0609607497
1130,8593750000    -0,0611085577
1132,3242187500    -0,0612543121
1133,7890625000    -0,0613980320
1135,2539062500    -0,0615397368
1136,7187500000    -0,0616794454
1138,1835937500    -0,0618171764
1139,6484375000    -0,0619529486
1141,1132812500    -0,0620867803
1142,5781250000    -0,0622186897
1144,0429687500    -0,0623486950
1145,5078125000    -0,0624768140
1146,9726562500    -0,0626030644
1148,4375000000    -0,0627274638
1149,9023437500    -0,0628500296
1151,3671875000    -0,0629707790
1152,8320312500    -0,0630897291
1154,2968750000    -0,0632068967
1155,7617187500    -0,0633222986
1157,2265625000    -0,0634359515
1158,6914062500    -0,0635478716
1160,1562500000    -0,0636580754
1161,6210937500    -0,0637665788
1163,0859375000    -0,0638733980
1164,5507812500    -0,0639785486
1166,0156250000    -0,0640820464
1167,4804687500    -0,0641839068
1168,9453125000    -0,0642841453
1170,4101562500    -0,0643827771
1171,8750000000    -0,0644798172
1173,3398437500    -0,0645752807
1174,8046875000    -0,0646691823
1176,2695312500    -0,0647615366
1177,7343750000    -0,0648523583
1179,1992187500    -0,0649416617
1180,6640625000    -0,0650294610
1182,1289062500    -0,0651157705
1183,5937500000    -0,0652006040
1185,0585937500    -0,0652839755
1186,5234375000    -0,0653658986
1187,9882812500    -0,0654463871
1189,4531250000    -0,0655254543
1190,9179687500    -0,0656031136
1192,3828125000    -0,0656793783
1193,8476562500    -0,0657542615
1195,3125000000    -0,0658277760
1196,7773437500    -0,0658999350
1198,2421875000    -0,0659707509
1199,7070312500    -0,0660402366
1201,1718750000    -0,0661084044
1202,6367187500    -0,0661752668
1204,1015625000    -0,0662408361
1205,5664062500    -0,0663051244
1207,0312500000    -0,0663681438
1208,4960937500    -0,0664299063
1209,9609375000    -0,0664904236
1211,4257812500    -0,0665497074
1212,8906250000    -0,0666077695
1214,3554687500    -0,0666646213
1215,8203125000    -0,0667202742
1217,2851562500    -0,0667747395
1218,7500000000    -0,0668280284
1220,2148437500    -0,0668801520
1221,6796875000    -0,0669311212
1223,1445312500    -0,0669809470
1224,6093750000    -0,0670296402
1226,0742187500    -0,0670772114
1227,5390625000    -0,0671236712
1229,0039062500    -0,0671690301
1230,4687500000    -0,0672132986
1231,9335937500    -0,0672564869
1233,3984375000    -0,0672986052
1234,8632812500    -0,0673396636
1236,3281250000    -0,0673796722
1237,7929687500    -0,0674186409
1239,2578125000    -0,0674565795
1240,7226562500    -0,0674934978
1242,1875000000    -0,0675294054
1243,6523437500    -0,0675643120
1245,1171875000    -0,0675982269
1246,5820312500    -0,0676311596
1248,0468750000    -0,0676631195
1249,5117187500    -0,0676941157
1250,9765625000    -0,0677241573
1252,4414062500    -0,0677532535
1253,9062500000    -0,0677814133
1255,3710937500    -0,0678086454
1256,8359375000    -0,0678349588
1258,3007812500    -0,0678603622
1259,7656250000    -0,0678848642
1261,2304687500    -0,0679084735
1262,6953125000    -0,0679311984
1264,1601562500    -0,0679530475
1265,6250000000    -0,0679740291
1267,0898437500    -0,0679941514
1268,5546875000    -0,0680134227
1270,0195312500    -0,0680318511
1271,4843750000    -0,0680494446
1272,9492187500    -0,0680662113
1274,4140625000    -0,0680821589
1275,8789062500    -0,0680972955
1277,3437500000    -0,0681116286
1278,8085937500    -0,0681251661
1280,2734375000    -0,0681379155
1281,7382812500    -0,0681498844
1283,2031250000    -0,0681610803
1284,6679687500    -0,0681715106
1286,1328125000    -0,0681811827
1287,5976562500    -0,0681901038
1289,0625000000    -0,0681982812
1290,5273437500    -0,0682057221
1291,9921875000    -0,0682124335
1293,4570312500    -0,0682184224
1294,9218750000    -0,0682236959
1296,3867187500    -0,0682282608
1297,8515625000    -0,0682321240
1299,3164062500    -0,0682352923
1300,7812500000    -0,0682377723
1302,2460937500    -0,0682395708
1303,7109375000    -0,0682406943
1305,1757812500    -0,0682411494
1306,6406250000    -0,0682409426
1308,1054687500    -0,0682400803
1309,5703125000    -0,0682385689
1311,0351562500    -0,0682364146
1312,5000000000    -0,0682336238
1313,9648437500    -0,0682302027
1315,4296875000    -0,0682261573
1316,8945312500    -0,0682214938
1318,3593750000    -0,0682162182
1319,8242187500    -0,0682103365
1321,2890625000    -0,0682038546
1322,7539062500    -0,0681967785
1324,2187500000    -0,0681891138
1325,6835937500    -0,0681808665
1327,1484375000    -0,0681720422
1328,6132812500    -0,0681626466
1330,0781250000    -0,0681526853
1331,5429687500    -0,0681421639
1333,0078125000    -0,0681310878
1334,4726562500    -0,0681194627
1335,9375000000    -0,0681072939
1337,4023437500    -0,0680945867
1338,8671875000    -0,0680813466
1340,3320312500    -0,0680675787
1341,7968750000    -0,0680532884
1343,2617187500    -0,0680384808
1344,7265625000    -0,0680231610
1346,1914062500    -0,0680073342
1347,6562500000    -0,0679910053
1349,1210937500    -0,0679741795
1350,5859375000    -0,0679568617
1352,0507812500    -0,0679390567
1353,5156250000    -0,0679207696
1354,9804687500    -0,0679020050
1356,4453125000    -0,0678827678
1357,9101562500    -0,0678630627
1359,3750000000    -0,0678428945
1360,8398437500    -0,0678222678
1362,3046875000    -0,0678011872
1363,7695312500    -0,0677796574
1365,2343750000    -0,0677576828
1366,6992187500    -0,0677352680
1368,1640625000    -0,0677124173
1369,6289062500    -0,0676891354
1371,0937500000    -0,0676654265
1372,5585937500    -0,0676412949
1374,0234375000    -0,0676167450
1375,4882812500    -0,0675917811
1376,9531250000    -0,0675664074
1378,4179687500    -0,0675406281
1379,8828125000    -0,0675144473
1381,3476562500    -0,0674878692
1382,8125000000    -0,0674608978
1384,2773437500    -0,0674335373
1385,7421875000    -0,0674057916
1387,2070312500    -0,0673776646
1388,6718750000    -0,0673491604
1390,1367187500    -0,0673202829
1391,6015625000    -0,0672910359
1393,0664062500    -0,0672614233
